Age,Work_Experience,Family_Size,Gender_Female,Gender_Male,Ever_Married_No,Ever_Married_Yes,Graduated_No,Graduated_Yes,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_Level,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7,Segmentation_Level,Segmentation_A,Segmentation_B,Segmentation_C,Segmentation_D,Age_Range,Work_Experience_to_Age_Ratio_Range
30,1.6283223004409473,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
41,8,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.1-0.2
40,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
47,1,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
40,2,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
53,2.876702730779007,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
28,1.5197674804115509,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
60,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
27,8,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.2-0.3
43,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
33,7,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,10+,0.2-0.3
56,3.0395349608231017,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
70,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
70,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
73,3.9622509310729717,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
38,2.062541580558533,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
40,6,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.1-0.2
88,4.776412081293445,2.8440519176344297,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
29,1,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
27,1.4654900703968525,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
40,2.1710964005879294,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
82,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
38,7,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
39,2.1168189905732313,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
39,2.1168189905732313,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,1,0,10+,0+
47,2.5510382706908175,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
75,4.070805751102368,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
37,2.008264170543835,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
84,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
42,6,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.1-0.2
39,2.1168189905732313,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,1,10+,0+
42,2.279651220617326,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
40,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
52,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
52,5,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
31,1.6825997104556454,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
37,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
27,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10+,0.1-0.2
35,4,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,10+,0.1-0.2
79,4.287915391161161,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
28,1,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
31,1.6825997104556454,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
88,4.776412081293445,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
51,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
38,2.062541580558533,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
53,2.876702730779007,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,10+,0+
43,8,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
55,2.985257550808403,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
35,4,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.1-0.2
25,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
58,6,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0.1-0.2
32,1,6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
49,1,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,0,10+,0+
53,9,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.1-0.2
31,9,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.2-0.3
39,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
42,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
20,1,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,1,10+,0+
50,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
26,1.4112126603821542,6,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,10+,0+
46,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
30,1.6283223004409473,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
60,6,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0.1-0.2
84,4.559302441234652,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
37,2.008264170543835,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
63,6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
38,2.062541580558533,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
51,2.7681479107496103,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
20,1.0855482002939647,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,10+,0+
25,14,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.5+
33,1.791154530485042,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
31,1.6825997104556454,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
57,1,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
42,1,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
40,2,5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,10+,0+
66,3.582309060970084,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
21,1.139825610308663,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
73,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
46,2.496760860676119,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
66,3.582309060970084,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
27,1.4654900703968525,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,1,10+,0+
35,1.8997093505144385,2.8440519176344297,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,10+,0+
53,1,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
80,8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.1-0.2
63,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
41,9,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0.2-0.3
43,1,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
18,9,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,10+,0.5+
33,1,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
30,9,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0.3-0.2
85,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
46,2.496760860676119,2.8440519176344297,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
80,4.342192801175859,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
33,8,2.8440519176344297,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,10+,0.2-0.3
36,4,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0.1-0.2
27,3,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
28,1.5197674804115509,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
35,1.8997093505144385,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
26,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
39,2.1168189905732313,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
56,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,1,0,0,10+,0+
26,13,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.5+
31,4,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
21,1.139825610308663,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
39,1,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
51,2.7681479107496103,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
45,2.442483450661421,4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
33,11,2.8440519176344297,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.3-0.2
62,3.3651994209112908,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
80,4.342192801175859,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
77,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
29,1.574044890426249,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
33,7,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,10+,0.2-0.3
29,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
20,1,2.8440519176344297,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
43,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,10+,0+
18,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
53,3,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
28,3,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,10+,0.1-0.2
43,1,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
31,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
28,1.5197674804115509,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,10+,0+
65,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
33,1.791154530485042,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
49,2.6595930907202137,6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
33,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
53,6,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0.1-0.2
47,7,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0.1-0.2
31,1,7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
52,1,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
61,2,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,10+,0+
31,1.6825997104556454,7,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
30,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
63,3.4194768309259893,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
69,9,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
29,1.574044890426249,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,10+,0+
56,1,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
72,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
88,4.776412081293445,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
30,1,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
31,1,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,10+,0+
41,2,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
31,9,7,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,10+,0.2-0.3
20,1.0855482002939647,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,10+,0+
26,7,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,10+,0.2-0.3
48,2.6053156807055156,5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
26,1.4112126603821542,2.8440519176344297,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,10+,0+
20,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
41,4,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
20,4,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,1,10+,0.2-0.3
63,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
88,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
39,2.1168189905732313,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
55,1,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
32,1.7368771204703437,2.8440519176344297,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
32,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
38,2.062541580558533,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
62,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,10+,0+
18,1,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
67,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
42,9,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.2-0.3
45,2.442483450661421,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
46,2.496760860676119,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
20,2,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0.1-0.2
41,2.225373810602628,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
35,7,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,10+,0.2-0.3
52,6,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.1-0.2
63,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
51,5,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,10+,0+
29,1.574044890426249,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
27,1.4654900703968525,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
37,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
29,1.574044890426249,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,3,0,0,1,0,10+,0+
50,2.713870500734912,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
74,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
72,3,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
83,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
37,1,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
19,1.0312707902792666,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
30,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
46,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,10+,0+
65,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
88,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
43,2.333928630632024,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,10+,0+
50,9,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,1,0,10+,0.1-0.2
35,8,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.2-0.3
67,3.636586470984782,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
66,3.582309060970084,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
39,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
46,2.496760860676119,2.8440519176344297,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
